Date,Open,High,Low,Close,Adj Close
1993-01-29,0.9558271162419995,0.9479698492056545,0.9590356174239496,0.9460778323080742,0.8952848394804869
1993-02-01,0.9578665766607237,0.9682226785899404,0.9610819238622654,0.9662644147897542,0.9143876454437972
1993-02-02,0.974153454072398,0.9763873629662815,0.9712066449937005,0.9724059259007064,0.9201994313258557
1993-02-03,0.9865805428380301,1.0073907802717394,0.9878024265164125,1.0032433231280011,0.9493812314736098
1993-02-04,1.024184013517265,1.0242354156981548,0.9933441038849635,1.0158363355522018,0.9612981506971277
1993-02-05,1.0241663429856307,1.0221001335058264,1.010465604674089,1.0137200098531347,0.9592954462165086
1993-02-08,1.0241663429856307,1.0263353550535028,1.023319584097505,1.0137200098531347,0.9592954462165086
1993-02-09,1.0134905298203878,1.0051592473151223,0.9998734714672061,0.9925861667012277,0.9392962360799587
1993-02-10,1.0028147166551447,1.0008351127888384,0.997731559744943,0.9967537783178881,0.9432400971131848
1993-02-11,1.0112476034958167,1.0260309534313452,1.0146421390513858,1.011381192255467,0.9570821949743843
1993-02-12,1.017539988286486,1.009175417672963,1.0017057839520254,0.9881714708754737,0.9351185562858206
1993-02-16,0.9899591146272487,0.9818212694180943,0.9220841688084017,0.9133834408442536,0.8643457433363683
1993-02-17,0.9227958107373434,0.9191577807583661,0.9139120658845138,0.9114135268812538,0.8624815900437665
1993-02-18,0.9526032002577395,0.94477243505249,0.8823823197323524,0.9094464473268339,0.8606201189861181
1993-02-19,0.9188182467020058,0.9211060837909806,0.917920216966734,0.9192676832590894,0.8699140727548669
1993-02-22,0.9367355883064006,0.9350161746801829,0.9318123639180667,0.9291593728207009,0.8792746976410385
1993-02-23,0.9467863584618796,0.9410112575700798,0.9255890859906934,0.9271668938225149,0.8773891907840526
1993-02-24,0.938731433045644,0.9649544772759034,0.941882547783111,0.9629802073178053,0.9112797603851535
1993-02-25,0.9708424327787228,0.9730687489058971,0.967905639522037,0.9691008442287238,0.9170717927604831
1993-02-26,0.9852972356565327,0.9771977128880598,0.9719193507975291,0.9731985222170059,0.9209494747594702
1993-03-01,0.9936061780988074,0.9854383526232348,0.9738706191556538,0.9649800969766089,0.9131722800394747
1993-03-02,0.9769882274217626,1.0099565992087562,0.9761199433387254,1.0078832346685822,0.9537720356093312
1993-03-03,1.0225181103388885,1.0246762907452167,1.0216756848440338,1.0204992974113043,0.9657107676266942
1993-03-04,1.0352994886412503,1.026788928094665,1.0172234174888137,1.0035380902521138,0.9496601731509043
1993-03-05,1.0181157645381662,1.0223858462843989,1.0066152740141925,0.9951519780773052,0.9417242942666351
1993-03-08,1.0117258671325153,1.0642429520903618,1.0151220081138121,1.0618660771662864,1.0048566491895379
1993-03-09,1.0662134185256202,1.0596200862044198,1.0588089667149176,1.0509863017854841,0.9945609868003007
1993-03-10,1.061816662160566,1.0595842087074532,1.0522371106925188,1.057469424963051,1.0006960442925579
1993-03-11,1.0705588643045603,1.0704673449841728,1.0587340378421501,1.0487897853600712,0.992482396870184
1993-03-12,1.0334346092452487,1.0270658089718832,1.011088593768145,1.0164197302563653,0.9618502241272772
1993-03-15,1.0247589693507977,1.0332739735313803,1.0281988595867046,1.0312117013827573,0.9758480444368217
1993-03-16,1.0418382855066444,1.0418252064157782,1.0453355072464834,1.0312117013827573,0.9758480444368217
1993-03-17,1.0375272305321341,1.0289983570891814,1.0215988832974054,1.0120098283225267,0.9576770808507568
1993-03-18,1.0352101506724827,1.0458578288459819,1.0386851232230192,1.030971844536759,0.9756210650165936
1993-03-19,1.0394409308302262,1.0308963260337536,1.025632024650068,1.0117744377764193,0.9574543279438709
1993-03-22,0.9924072240949376,1.0028720504683726,0.9936451630711142,0.9949232327058891,0.9415078297685393
1993-03-23,1.01359324939205,1.0073597887188401,1.0106261661208265,1.0011718782706858,0.9474209982737154
1993-03-24,1.0072626267898002,1.0157019131013147,0.9958435628534583,1.0011718782706858,0.9474209982737154
1993-03-25,1.0136020419234422,1.028355371493555,1.012758115546085,1.0199961406058584,0.9652346242858254
