Date,Open,High,Low,Close,Adj Close
2007-03-08,50.709999084472656,51.09999847412109,50.709999084472656,50.959999084472656,30.580774307250977
2007-03-09,51.27721006187792,52.30799300298146,50.88623693113574,51.979999542236314,31.19287015404363
2007-03-12,51.5737552435472,53.004735724138705,51.422809970501845,52.70954850845702,31.63066789114919
2007-03-13,51.41293668458662,51.899407856445535,48.31007785484739,48.567638737503046,29.145133939380838
2007-03-14,47.780509977099165,48.89908294221799,46.0317415621628,48.7418243383093,29.24966162072948
2007-03-15,49.22662726821702,50.282991295122855,48.787969691735526,49.96400206804924,29.983082774340012
2007-03-16,50.248752974053026,51.202804600854286,49.359396749403516,50.25982887360807,30.160606576093496
2007-03-19,51.57956090936319,52.249807574099435,50.4635151358325,52.04173671456857,31.22991824210052
2007-03-20,52.179594682831826,53.3772621243834,51.41969767288767,53.1966471262466,31.92297270205206
2007-03-21,53.70285824838824,57.0818436670513,53.02124126550987,56.61973760617648,33.97714772718331
2007-03-22,56.62975782515324,57.22694033173804,55.442621870122345,56.42693045677122,33.861445371871
2007-03-23,56.596757405382476,57.710736184658025,56.147748431164096,57.03609265579198,34.226999768641754
2007-03-26,56.94907022180874,57.54931356347431,55.01677866325412,56.84234418750924,34.11073253380314
2007-03-27,55.826121559662745,56.47963483413564,55.381209444009315,56.10134401365385,33.66606299916003
2007-03-28,55.92145640646109,56.35153596198309,53.75798545525378,54.21710486473993,32.535342960128865
2007-03-29,56.09425810780116,57.007424391309094,54.69190601175978,56.245947331994195,33.75283853922461
2007-03-30,56.09731942035223,56.91417138003566,55.74670922350617,56.11802798599587,33.676074945822236
2007-04-02,56.605364090354044,57.42845123057305,55.77168018319649,57.07603435120799,34.25096852835349
2007-04-03,58.017223310790975,59.481596072126784,57.30015254756296,58.85225700737032,35.31686855079043
2007-04-04,59.31785610262553,60.174028162727836,58.5570895630242,59.77508098803883,35.87064940607191
2007-04-05,59.978903649607105,61.111748342398066,59.512403099455575,60.67420631878815,36.41020885088272
2007-04-09,60.97897808759589,61.753496758662095,60.40625351496059,60.943277699003914,36.571676890497066
2007-04-10,61.315643329376165,62.26423988478342,60.67317338807842,61.752849078320665,37.05749557341064
2007-04-11,62.668968426939486,63.150941605359186,59.9243446517433,61.004201009617226,36.60823658526527
2007-04-12,60.10033893427259,62.445322914781926,59.566509646930555,62.016809641948946,37.215896644198544
2007-04-13,62.15402153416632,63.250906372770466,61.53987281330557,62.76756754973246,37.666421733479936
2007-04-16,64.20540246810683,65.78825111840267,63.89163797838213,65.58832301141265,39.35913930999714
2007-04-17,64.63221798606233,65.44682236507346,63.26675075529147,64.49045747670263,38.70031712122464
2007-04-18,63.72108241278395,65.18970058441201,63.304910679679004,64.35038449886487,38.61626020994604
2007-04-19,62.50371151942736,64.95087875971412,61.92169098695426,63.2314511311998,37.944795347383995
2007-04-20,64.84706427408773,65.94679849550904,64.67164658095646,65.33955229055529,39.20985356813163
2007-04-23,64.21066612843974,65.47716133519563,63.72272760885693,64.13871673656539,38.48923971969306
2007-04-24,63.615786831331654,64.80310299413415,62.645967785049,63.75499857080912,38.25897286656511
2007-04-25,64.61772563313787,66.20796894363563,64.33774964853015,65.70066000125199,39.42655202966651
2007-04-26,64.63768379523349,65.48750804873653,64.11264313107209,64.56646520250727,38.74592887848913
2007-04-27,63.93596060430835,65.3059178167622,63.24100186934142,65.12699826866461,39.08230123908306
2007-04-30,63.930930999343836,64.8427533615899,62.297908434393854,62.83668369690152,37.707897897835046
2007-05-01,63.72650782744838,64.35633207688737,61.854574647861725,62.974285425637206,37.79047182810098
2007-05-02,63.1795632209934,65.1937074365361,63.1795632209934,64.86902332728724,38.92749210248731
2007-05-03,63.88652249638385,66.02228497286156,63.88652249638385,65.50143589944997,39.30699890165971
2007-05-04,66.69318795804283,67.49414329935071,65.90715673857756,67.05734063230038,40.2406875267323
2007-05-07,67.76486126588932,68.83183443725922,66.9343521744823,67.6320146864275,40.585545805092224
2007-05-08,66.58134442567128,67.09340682276832,64.54714689971621,65.78980985664043,39.480050296074225
2007-05-09,66.24335117449154,67.4695614649222,65.74546130931108,67.20820858474407,40.33122243424339
2007-05-10,65.2321742793149,65.94667284584341,61.994036732176816,63.39582230302346,38.04343345174944
2007-05-11,64.2891557437303,68.82159640253037,64.11493304307628,68.58275321872539,41.156078006892585
2007-05-14,66.25326860406099,67.15658529625043,64.51256016560434,65.85158163036905,39.51711914821102
2007-05-15,65.28169354225679,67.23695736099917,64.82443654644051,65.49722875064721,39.30447421817608
2007-05-16,66.37051131223538,67.13179950259095,64.98358268338039,66.80363867057589,40.088442578298476
2007-05-17,65.51472786981758,66.520809328019,64.73912320046912,66.33856132443914,39.809352593739256
2007-05-18,66.36746287505473,68.70539986208502,65.8696066227816,68.51067959280581,41.11282707817695
2007-05-21,67.01621588526493,67.53162278259622,66.01419780735252,66.6918119929968,40.021336093800564
2007-05-22,67.21790028723946,67.84324892436965,66.35735218568449,66.97764058634296,40.192860031412664
2007-05-23,68.85960026249235,69.57275068836063,67.47511765415145,68.16001332950259,40.90239446342224
2007-05-24,67.96992093096803,69.03865419152534,64.5383101673551,65.40510307247948,39.249190179271764
2007-05-25,66.1368107320863,67.64602512852252,65.42756609806865,67.45010733132304,40.47638434765073
2007-05-29,67.76378471300005,68.57547035309122,65.92584375087365,66.83834875930616,40.109271883807004
2007-05-30,65.54945445925964,68.04263853817335,64.87973464339342,67.80408463082425,40.688803894362124
2007-05-31,69.08845481679063,69.80372993814998,68.4313954709732,68.85128793252214,41.31722399637089
2007-06-01,69.78408653427744,71.06137773226885,69.63709194287152,70.8577250509198,42.52127426681341
2007-06-04,71.36112842257967,71.90995108146137,70.20492386391136,71.2667364163229,42.76671940965495
2007-06-05,71.32568350992608,72.06208808529658,68.75304241247004,69.99767033187582,42.00516084986903
2007-06-06,68.59002129690913,69.30054118613755,66.22901773280381,67.04729708571728,40.23466045772092
2007-06-07,66.1835912117364,67.08566323965515,62.74378969317755,63.50027099337534,38.10611245260744
2007-06-08,64.15118631987207,66.56884852862468,63.52622331871434,66.36727539071494,39.82658372395902
2007-06-11,65.93551821122887,67.90328185763929,65.54662024081709,66.65181470458336,39.99733397308141
2007-06-12,65.04707875487065,66.25341962917787,63.12019312480798,63.584354844283176,38.15657064165165
2007-06-13,64.23525916766224,66.4093445402556,63.92265012795534,66.21065931653985,39.73259940482085
2007-06-14,66.02713059898039,68.2814785725937,66.02713059898039,67.66596814396809,40.60592106099202
2007-06-15,70.6666703338119,71.5084213167955,69.70472185633716,70.5469007632262,42.33475057054306
2007-06-18,70.86389501994681,71.96921318034998,70.23372591524357,70.88007718634924,42.534687642424345
2007-06-19,70.53235309657417,71.48442137767913,69.64547143925581,70.73154430071345,42.445553993789396
2007-06-20,71.97133900304134,72.52485465656382,68.30097550126462,68.91442224434282,41.35511049903019
2007-06-21,69.62801774443311,75.40546462212632,67.79634419518413,70.95525626908083,42.57980213620269
2007-06-22,70.2744008214745,70.81486569868008,67.06782812017812,67.75985239106193,40.66226040602662
2007-06-25,68.03682098743262,69.72293248722175,66.34192009136996,67.07541438836759,40.251533473849754
2007-06-26,68.81140249805252,69.34061577865994,66.55886837559079,66.96806536463951,40.18711400121024
2007-06-27,65.89264220746847,68.58564461817177,65.04544516844682,68.39773955609918,41.04505247388284
2007-06-28,68.7474992815511,69.86165340054025,68.02129052321439,68.39773955609918,41.04505247388284
2007-06-29,69.36067934270817,70.74064750972467,67.71705859739872,69.81136310631695,41.893359057895246
2007-07-02,70.20013610139789,71.85306940692158,70.20013610139789,71.35455493138166,42.81941874712075
2007-07-03,73.52713038322518,74.39868071930573,72.76782562887824,73.7405081840993,44.25121425810697
2007-07-05,74.28871053851887,74.86004858408911,71.7274772270881,73.47379377071775,44.09116061943653
2007-07-06,73.49157731113213,75.51013254741292,73.22590053524559,74.99419462376852,45.00354358998223
2007-07-09,76.39001537384729,77.17373043966846,75.61119955326603,76.49690178781233,45.9053086892582
2007-07-10,75.18921226104008,75.76747586623371,72.83874430816435,73.33448404496245,44.007561730922696
2007-07-11,73.84331415255011,75.63862724477342,73.04398280393251,75.15614273206702,45.10072762919607
2007-07-12,75.9773772944332,79.7669884049499,75.51189715233814,79.36077263676734,47.62389953797141
2007-07-13,79.21017886812172,80.22115138097807,78.21340645751692,79.24080140714676,47.55190555911932
